,name,photo,birthday,url,player_id,teams
753,Valdo,https://tmssl.akamaized.net//bilder/spielerfotos/s_143786_1079_2011_1.jpg,22/11/1980,/valdo/profil/spieler/143786,143786,[1023]
754,Francisco Arce,https://tmssl.akamaized.net//bilder/spielerfotos/s_130283_123_2013_03_21_1.jpg,2/04/1971,/francisco-arce/profil/spieler/130283,130283,"[1023, 210]"
755,Claudecir,https://tmssl.akamaized.net//bilder/spielerfotos/e/K/s_68684_2007_2.jpg,15/10/1975,/claudecir/profil/spieler/68684,68684,"[1023, 10247, 291]"
756,Daniel Martins,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/05/1972,/daniel-martins/profil/spieler/785565,785565,"[1023, 199]"
757,Alexandre,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/06/1975,/alexandre/profil/spieler/401373,401373,"[1023, 330]"
758,Argel Fucks,https://tmssl.akamaized.net//bilder/spielerfotos/h/M/s_13221_2005_1.jpg,4/09/1974,/argel-fucks/profil/spieler/13221,13221,"[1023, 6600]"
759,Turra,https://tmssl.akamaized.net//bilder/spielerfotos/e/x/s_13161_2005_1.jpg,14/11/1973,/turra/profil/spieler/13161,13161,"[1023, 1751]"
760,Thiago Matias,https://tmssl.akamaized.net//bilder/spielerfotos/s_112146_3270_2012_1.jpg,17/10/1982,/thiago-matias/profil/spieler/112146,112146,"[1023, 2029, 1134, 3270, 15064]"
761,Tupã,https://tmssl.akamaized.net/images/portrait/header/default.jpg,15/09/1973,/tupa/profil/spieler/785770,785770,[1023]
762,Fernando,https://tmssl.akamaized.net//bilder/spielerfotos/s_76093_7478_2009_1.jpg,3/04/1967,/fernando/profil/spieler/76093,76093,"[1023, 7478]"
763,Flávio,https://tmssl.akamaized.net//bilder/spielerfotos/Y/B/s_29404_8698_2008_1.jpg,12/09/1975,/flavio/profil/spieler/29404,29404,"[1023, 6600, 679, 8698, 3973]"
764,Galeano,https://tmssl.akamaized.net/images/portrait/header/default.jpg,28/03/1972,/galeano/profil/spieler/223138,223138,"[1023, 3197, 10870]"
765,Magrão,https://tmssl.akamaized.net//bilder/spielerfotos/s_28032_2863_2012_1.jpg,20/12/1978,/magrao/profil/spieler/28032,28032,"[1023, 199, 6600, 2863, 2646, 291]"
766,Alex,https://tmssl.akamaized.net//bilder/spielerfotos/s_18537_776_2012_1.jpg,14/09/1977,/alex/profil/spieler/18537,18537,"[1023, 776, 609]"
767,Lopes,https://tmssl.akamaized.net//bilder/spielerfotos/s_79416_2029_2010_1.jpg,1/06/1979,/lopes/profil/spieler/79416,79416,"[1023, 221, 330, 2462, 2029, 10492, 3973]"
768,Basílio,https://tmssl.akamaized.net//bilder/spielerfotos/t/N/s_20056_8698_2008_1.jpg,14/07/1972,/basilio/profil/spieler/20056,20056,"[1023, 210, 221, 8698]"
769,Rodrigo Taddei,https://tmssl.akamaized.net/images/portrait/header/15342-1464098140.jpg,6/03/1980,/rodrigo-taddei/profil/spieler/15342,15342,[1023]
770,Adriano,https://tmssl.akamaized.net//bilder/spielerfotos/s_14225_1075_2009_1.jpg,3/01/1979,/adriano/profil/spieler/14225,14225,"[1023, 8718]"
771,Fábio Júnior,https://tmssl.akamaized.net//bilder/spielerfotos/s_37499_2863_2012_2.jpg,22/11/1977,/fabio-junior/profil/spieler/37499,37499,"[1023, 330, 609, 2863, 3973, 17561]"
772,Juninho,https://tmssl.akamaized.net//bilder/spielerfotos/s_79466_2241_2013_02_19_1.jpg,15/09/1977,/juninho/profil/spieler/79466,79466,[1023]
773,Agnaldo Liz,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/06/1968,/agnaldo-liz/profil/spieler/732757,732757,[1023]
774,Índio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/07/1974,/indio/profil/spieler/54973,54973,[1023]
775,Léo,https://tmssl.akamaized.net//bilder/spielerfotos/s_20051_221_2012_2.jpg,6/07/1975,/leotm/profil/spieler/20051,20051,"[1023, 221]"
776,Tiago Silva,https://tmssl.akamaized.net//bilder/spielerfotos/s_26298_1184_2009_1.jpg,4/04/1979,/tiago-silva/profil/spieler/26298,26298,[1023]
777,Júnior,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/06/1973,/junior/profil/spieler/5861,5861,"[1023, 585, 330, 3197]"
778,Rogério,https://tmssl.akamaized.net//bilder/spielerfotos/k/P/s_20921_2004_1.jpg,28/02/1976,/rogerio/profil/spieler/20921,20921,"[1023, 199, 2462]"
779,Rodrigo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/10/1980,/rodrigo/profil/spieler/28543,28543,"[1023, 330]"
780,Paulo Assunção,https://tmssl.akamaized.net//bilder/spielerfotos/s_14244_585_2012_1.jpg,25/01/1980,/paulo-assuncao/profil/spieler/14244,14244,"[1023, 585]"
781,César Sampaio,https://tmssl.akamaized.net//bilder/spielerfotos/s_103560_123_2013_06_18_1.jpg,31/03/1968,/cesar-sampaio/profil/spieler/103560,103560,"[1023, 585]"
782,Jackson,https://tmssl.akamaized.net//bilder/spielerfotos/s_68844_7209_2010_1.jpg,23/03/1973,/jackson/profil/spieler/68844,68844,"[1023, 609, 2125, 1785, 7209]"
783,Luiz Cláudio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,19/05/1978,/luiz-claudio/profil/spieler/13173,13173,"[1023, 978, 291]"
784,Marcelo Ramos,https://tmssl.akamaized.net//bilder/spielerfotos/N/u/s_59504_3270_2009_1.jpg,25/06/1973,/marcelo-ramos/profil/spieler/59504,59504,"[1023, 679, 609, 3270]"
785,Pena,https://tmssl.akamaized.net//bilder/spielerfotos/s/v/s_13969_2005_1.jpg,19/02/1974,/pena/profil/spieler/13969,13969,"[1023, 537, 3280]"
786,Faustino Asprilla,https://tmssl.akamaized.net//bilder/spielerfotos/s_102150_123_2013_10_02_1.jpg,10/11/1969,/faustino-asprilla/profil/spieler/102150,102150,[1023]
787,Euller,https://tmssl.akamaized.net//bilder/spielerfotos/s_145710_2863_2010_2.jpg,15/03/1971,/euller/profil/spieler/145710,145710,"[1023, 585, 978, 2863, 291]"
788,Evair,https://tmssl.akamaized.net/images/portrait/header/default.jpg,21/02/1965,/evair/profil/spieler/222767,222767,"[1023, 978, 1755]"
789,Oséas,https://tmssl.akamaized.net/images/portrait/header/default.jpg,14/05/1971,/oseas/profil/spieler/223137,223137,"[1023, 6600, 609]"
790,Velloso,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/09/1968,/velloso/profil/spieler/371569,371569,"[1023, 330]"
791,Catalino Rivarola,https://tmssl.akamaized.net/images/portrait/header/default.jpg,30/04/1965,/catalino-rivarola/profil/spieler/134013,134013,"[1023, 210]"
792,Cleber,https://tmssl.akamaized.net/images/portrait/header/default.jpg,26/07/1969,/cleber/profil/spieler/354467,354467,"[1023, 609, 291]"
793,Rubens Júnior,https://tmssl.akamaized.net//bilder/spielerfotos/t/K/rjunior.jpg,8/01/1975,/rubens-junior/profil/spieler/13139,13139,"[1023, 199, 978]"
794,Edmílson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,26/03/1974,/edmilson/profil/spieler/569892,569892,[1023]
795,Alex Oliveira,https://tmssl.akamaized.net//bilder/spielerfotos/E/r/s_24878_2008_1.jpg,21/01/1974,/alex-oliveira/profil/spieler/24878,24878,"[1023, 2462, 978, 679, 10010, 8793, 1785, 6347, 5677, 7209]"
796,Wagner Alves,https://tmssl.akamaized.net/images/portrait/header/default.jpg,28/12/1973,/wagner-alves/profil/spieler/733378,733378,[1023]
797,Tonhão,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/02/1969,/tonhao/profil/spieler/733377,733377,[1023]
798,Índio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,5/07/1967,/indio/profil/spieler/734023,734023,[1023]
799,Antônio Carlos Zago,https://tmssl.akamaized.net/images/portrait/header/6913-1527686038.jpg,18/05/1969,/antonio-carlos-zago/profil/spieler/6913,6913,"[1023, 585, 221, 10492]"
800,Roberto Carlos,https://tmssl.akamaized.net//bilder/spielerfotos/s_7518_123_2013_05_31_1.jpg,10/04/1973,/roberto-carlos/profil/spieler/7518,7518,"[1023, 199]"
801,Cafú,https://tmssl.akamaized.net/images/portrait/header/5937-1590418733.jpg,7/06/1970,/cafu/profil/spieler/5937,5937,"[1023, 585]"
802,Alejandro Mancuso,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/09/1968,/alejandro-mancuso/profil/spieler/102207,102207,[1023]
803,Daniel Frasson,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/12/1966,/daniel-frasson/profil/spieler/733547,733547,[1023]
804,Fred,https://tmssl.akamaized.net/images/portrait/header/default.jpg,12/10/1972,/fred/profil/spieler/735335,735335,[1023]
805,Amaral,https://tmssl.akamaized.net//bilder/spielerfotos/B/A/s_17474_2008_1.jpg,28/02/1973,/amaral/profil/spieler/17474,17474,"[1023, 210, 199, 978]"
806,Freddy Rincón,https://tmssl.akamaized.net/images/portrait/header/default.jpg,14/08/1966,/freddy-rincon/profil/spieler/102163,102163,"[1023, 199, 609]"
807,Flávio Conceição,https://tmssl.akamaized.net//bilder/spielerfotos/s_7279_123_2013_04_24_1.jpg,12/06/1974,/flavio-conceicao/profil/spieler/7279,7279,[1023]
808,Rivaldo,https://tmssl.akamaized.net/images/portrait/header/3372-1588239928.jpg,19/04/1972,/rivaldo/profil/spieler/3372,3372,"[1023, 585, 291, 1784]"
809,Paulo Isidoro,https://tmssl.akamaized.net//bilder/spielerfotos/z/l/s_52689_10010_2009_1.jpg,30/10/1973,/paulo-isidoro/profil/spieler/52689,52689,"[1023, 10010, 10870, 609, 1751]"
810,Valber,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/12/1971,/valber/profil/spieler/558188,558188,"[1023, 679]"
811,Müller,https://tmssl.akamaized.net//bilder/spielerfotos/s_102587_123_2012_1.jpg,31/01/1966,/muller/profil/spieler/102587,102587,"[1023, 585, 609, 291]"
812,Alex Alves,https://tmssl.akamaized.net//bilder/spielerfotos/s_333_123_2012_11_14_2.jpg,30/12/1974,/alex-alves/profil/spieler/333,333,"[1023, 330, 609]"
813,Maurilio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,28/12/1969,/maurilio/profil/spieler/720238,720238,"[1023, 210, 10492]"
814,Magrão,https://tmssl.akamaized.net/images/portrait/header/default.jpg,21/02/1974,/magrao/profil/spieler/312157,312157,"[1023, 291]"
815,Roberto Fernández,https://tmssl.akamaized.net/images/portrait/header/default.jpg,9/07/1954,/roberto-fernandez/profil/spieler/118209,118209,"[1023, 6600]"
816,Biro-Biro,https://tmssl.akamaized.net/images/portrait/header/default.jpg,29/06/1964,/biro-biro/profil/spieler/733374,733374,[1023]
817,Alexandre Rosa,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/05/1971,/alexandre-rosa/profil/spieler/733375,733375,[1023]
818,Ricardo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,26/10/1968,/ricardo/profil/spieler/733376,733376,[1023]
819,Claudio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,26/09/1967,/claudio/profil/spieler/732923,732923,[1023]
820,Gil Baiano,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/11/1966,/gil-baiano/profil/spieler/371570,371570,[1023]
821,Marco Aurelio Macula,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/05/1968,/marco-aurelio-macula/profil/spieler/544407,544407,[1023]
822,Mazinho,https://tmssl.akamaized.net/images/portrait/header/102588-1410853340.jpg,8/04/1966,/mazinho/profil/spieler/102588,102588,"[1023, 978]"
823,Marco Manso,https://tmssl.akamaized.net//bilder/spielerfotos/U/v/s_15939_123_2008_1.jpg,9/10/1973,/marco-manso/profil/spieler/15939,15939,[1023]
824,Jean Carlo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/04/1971,/jean-carlo/profil/spieler/733379,733379,[1023]
825,Sorato,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/04/1969,/sorato/profil/spieler/353719,353719,"[1023, 2462, 978]"
826,Gilmar,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/07/1956,/gilmar/profil/spieler/784782,784782,[1023]
827,Alfredo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/10/1946,/alfredo/profil/spieler/145519,145519,[1023]
828,Beto Fuscão,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/04/1950,/beto-fuscao/profil/spieler/320765,320765,[1023]
829,Rosemiro,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/02/1954,/rosemiro/profil/spieler/436654,436654,"[1023, 978]"
830,Sóter,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/04/1957,/soter/profil/spieler/784781,784781,[1023]
831,José Fernando Polozzi,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/10/1955,/jose-fernando-polozzi/profil/spieler/134993,134993,[1023]
832,Marinho Peres,https://tmssl.akamaized.net/images/portrait/header/default.jpg,19/03/1947,/marinho-peres/profil/spieler/145453,145453,"[1023, 6600]"
833,Pedrinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/10/1957,/pedrinho/profil/spieler/135383,135383,[1023]
834,Ivo Wortmann,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/03/1949,/ivo-wortmann/profil/spieler/766725,766725,[1023]
835,Zé Mário,https://tmssl.akamaized.net/images/portrait/header/default.jpg,16/05/1954,/ze-mario/profil/spieler/784779,784779,[1023]
836,Amilton Rocha,https://tmssl.akamaized.net/images/portrait/header/default.jpg,21/10/1951,/amilton-rocha/profil/spieler/784780,784780,[1023]
837,Pires,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/02/1956,/pires/profil/spieler/744847,744847,[1023]
838,Pedro Rocha,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/12/1942,/pedro-rocha/profil/spieler/143453,143453,"[1023, 585]"
839,Jorge Mendonça,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/06/1954,/jorge-mendonca/profil/spieler/134988,134988,"[1023, 978]"
840,Nei,https://tmssl.akamaized.net/images/portrait/header/default.jpg,15/08/1949,/neitm/profil/spieler/783638,783638,[1023]
841,Toninho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,27/10/1952,/toninho/profil/spieler/784776,784776,[1023]
842,Osmir,https://tmssl.akamaized.net/images/portrait/header/default.jpg,14/08/1960,/osmir/profil/spieler/784777,784777,[1023]
843,Raul Marcel,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/02/1948,/raul-marcel/profil/spieler/783629,783629,[1023]
844,Tonho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,12/12/1954,/tonho/profil/spieler/783694,783694,[1023]
845,Zeca,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/07/1946,/zeca/profil/spieler/730597,730597,[1023]
846,Dudu,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/11/1939,/dudu/profil/spieler/305466,305466,[1023]
847,Polaco,https://tmssl.akamaized.net/images/portrait/header/default.jpg,10/12/1949,/polaco/profil/spieler/783630,783630,[1023]
848,João Carlos,https://tmssl.akamaized.net/images/portrait/header/default.jpg,23/06/1947,/joao-carlos/profil/spieler/783633,783633,[1023]
849,Julião,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/05/1952,/julia-o/profil/spieler/783721,783721,[1023]
850,Eurico,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/04/1948,/eurico/profil/spieler/730567,730567,[1023]
851,Careca,https://tmssl.akamaized.net/images/portrait/header/default.jpg,S/D,/careca/profil/spieler/783634,783634,[1023]
852,De Rosis,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/06/1953,/de-rosis/profil/spieler/783636,783636,"[1023, 330]"
853,Zé Roberto,https://tmssl.akamaized.net/images/portrait/header/default.jpg,20/04/1954,/ze-roberto/profil/spieler/783720,783720,[1023]
854,Fedato,https://tmssl.akamaized.net/images/portrait/header/default.jpg,8/11/1948,/fedato/profil/spieler/730570,730570,[1023]
855,Ronaldo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/08/1946,/ronaldo/profil/spieler/736064,736064,"[1023, 330, 609]"
856,Edu Bala,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/10/1948,/edu-bala/profil/spieler/730566,730566,"[1023, 585]"
857,Celsinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/10/1950,/celsinho/profil/spieler/440534,440534,[1023]
858,Emerson Leão,https://tmssl.akamaized.net/images/portrait/header/117631-1528805051.jpg,11/07/1949,/emerson-leao/profil/spieler/117631,117631,"[1023, 210, 978]"
859,Norberto Madurga,https://tmssl.akamaized.net/images/portrait/header/default.jpg,29/12/1944,/norberto-madurga/profil/spieler/739660,739660,[1023]
860,Pio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,5/11/1945,/piotm/profil/spieler/730594,730594,[1023]
861,Ademir da Guia,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/04/1942,/ademir-da-guia/profil/spieler/145536,145536,[1023]
862,Milton,https://tmssl.akamaized.net/images/portrait/header/default.jpg,19/02/1948,/milton/profil/spieler/783845,783845,[1023]
863,Leivinha,https://tmssl.akamaized.net//bilder/spielerfotos/s_145511_123_2014_03_18_1.jpg,11/09/1949,/leivinha/profil/spieler/145511,145511,[1023]
864,Dé,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/02/1940,/detm/profil/spieler/730595,730595,[1023]
865,Nélson Coruja,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/03/1940,/nelson-coruja/profil/spieler/730596,730596,[1023]
866,Cabralzinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/01/1945,/cabralzinho/profil/spieler/730565,730565,"[1023, 221]"
867,Héctor Silva,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/02/1940,/hector-silva/profil/spieler/237404,237404,[1023]
868,Odair,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/09/1949,/odair/profil/spieler/730555,730555,[1023]
869,Zé Carlos,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/03/1954,/ze-carlos/profil/spieler/440673,440673,[1023]
870,Valdir,https://tmssl.akamaized.net//bilder/spielerfotos/s_315851_123_2014_03_05_1.jpg,23/11/1931,/valdir/profil/spieler/315851,315851,[1023]
871,Pérez,https://tmssl.akamaized.net/images/portrait/header/default.jpg,5/07/1938,/perez/profil/spieler/730328,730328,[1023]
872,Baldocchi,https://tmssl.akamaized.net/images/portrait/header/default.jpg,14/03/1946,/baldocchi/profil/spieler/725464,725464,[1023]
873,Zequinha,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/11/1934,/zequinha/profil/spieler/302779,302779,[1023]
874,Ferrari,https://tmssl.akamaized.net/images/portrait/header/default.jpg,9/01/1937,/ferrari/profil/spieler/730324,730324,[1023]
875,Geraldo Scalera,https://tmssl.akamaized.net/images/portrait/header/default.jpg,25/02/1942,/geraldo-scalera/profil/spieler/730327,730327,[1023]
876,Minuca,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/07/1944,/minuca/profil/spieler/735505,735505,[1023]
877,Djalma Santos,https://tmssl.akamaized.net/images/portrait/header/137269-1586521530.jpg,27/02/1929,/djalma-santos/profil/spieler/137269,137269,[1023]
878,Osmar,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/09/1944,/osmar/profil/spieler/730323,730323,[1023]
879,China,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/10/1948,/china/profil/spieler/730325,730325,[1023]
880,Suingue,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/05/1946,/suingue/profil/spieler/730326,730326,[1023]
881,Ademar Pantera,https://tmssl.akamaized.net/images/portrait/header/default.jpg,31/10/1941,/ademar-pantera/profil/spieler/730521,730521,[1023]
882,Júlio Amaral,https://tmssl.akamaized.net/images/portrait/header/default.jpg,2/05/1946,/julio-amaral/profil/spieler/735542,735542,[1023]
883,Cardosinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/06/1946,/cardosinho/profil/spieler/735546,735546,[1023]
884,Rinaldo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,19/02/1939,/rinaldo/profil/spieler/305470,305470,[1023]
885,Tupãzinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/10/1939,/tupazinho/profil/spieler/730321,730321,[1023]
886,Servílio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,15/10/1939,/servilio/profil/spieler/730322,730322,[1023]
887,Toninho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,S/D,/toninho/profil/spieler/735695,735695,[1023]
888,Geraldo Scotto,https://tmssl.akamaized.net/images/portrait/header/default.jpg,11/09/1934,/geraldo-scotto/profil/spieler/729425,729425,[1023]
889,Aldemar,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/11/1931,/aldemar/profil/spieler/729426,729426,[1023]
890,Valdemar Carabina,https://tmssl.akamaized.net/images/portrait/header/default.jpg,28/01/1932,/valdemar-carabina/profil/spieler/729427,729427,[1023]
891,Chinesinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,15/09/1935,/chinesinho/profil/spieler/304914,304914,[1023]
892,Humberto,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/02/1934,/humberto/profil/spieler/137267,137267,[1023]
893,Nardo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/09/1930,/nardo/profil/spieler/422627,422627,[1023]
894,Geraldo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,6/04/1936,/geraldo/profil/spieler/729428,729428,[1023]
895,Romeiro,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/07/1933,/romeiro/profil/spieler/729429,729429,[1023]
896,Gildo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,13/11/1939,/gildo/profil/spieler/729430,729430,[1023]
897,Julinho,https://tmssl.akamaized.net/images/portrait/header/default.jpg,3/08/1929,/julinho/profil/spieler/137255,137255,[1023]
898,Júlio César,https://tmssl.akamaized.net/images/portrait/header/52647-1546525791.jpg,2/09/1986,/julio-cesar/profil/spieler/52647,52647,"[210, 2462, 537]"
899,Vanderlei,https://tmssl.akamaized.net/images/portrait/header/68727-1516097550.jpg,1/02/1984,/vanderlei/profil/spieler/68727,68727,"[210, 221, 776]"
900,Phelipe,https://tmssl.akamaized.net/images/portrait/header/608218-1576576894.png,8/02/1999,/phelipe/profil/spieler/608218,608218,[210]
901,Brenno,https://tmssl.akamaized.net/images/portrait/header/555016-1571658296.jpg,1/04/1999,/brenno/profil/spieler/555016,555016,[210]
902,Wálter Kannemann,https://tmssl.akamaized.net/images/portrait/header/145400-1547647538.jpg,14/03/1991,/walter-kannemann/profil/spieler/145400,145400,[210]
903,Rodrigues,https://tmssl.akamaized.net/images/portrait/header/445101-1571658482.jpg,10/10/1997,/rodrigues/profil/spieler/445101,445101,"[210, 7209]"
904,Ruan,https://tmssl.akamaized.net/images/portrait/header/default.jpg,7/06/1999,/ruan/profil/spieler/555015,555015,[210]
905,Bruno Cortez,https://tmssl.akamaized.net/images/portrait/header/182216-1571658547.jpg,11/03/1987,/bruno-cortez/profil/spieler/182216,182216,"[210, 585, 537, 7178]"
906,Guilherme Guedes,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/05/1999,/guilherme-guedes/profil/spieler/552548,552548,"[210, 1134]"
907,Léo Gomes,https://tmssl.akamaized.net/images/portrait/header/default.jpg,30/06/1996,/leo-gomes/profil/spieler/347016,347016,"[210, 5677, 17561]"
908,Victor Ferraz,https://tmssl.akamaized.net/images/portrait/header/153905-1516097344.jpg,14/01/1988,/victor-ferraz/profil/spieler/153905,153905,"[210, 221, 8793, 776, 15172, 5677]"
909,Luis Manuel Orejuela,https://tmssl.akamaized.net/images/portrait/header/331057-1502256543.jpg,20/08/1995,/luis-manuel-orejuela/profil/spieler/331057,331057,"[210, 609]"
910,Lucas Silva,https://tmssl.akamaized.net/images/portrait/header/218118-1547648251.jpg,16/02/1993,/lucas-silva/profil/spieler/218118,218118,"[210, 609]"
911,Lucas Araújo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,21/05/1999,/lucas-araujo/profil/spieler/555018,555018,[210]
912,Matheus Henrique,https://tmssl.akamaized.net/images/portrait/header/552549-1571214374.png,19/12/1997,/matheus-henrique/profil/spieler/552549,552549,[210]
913,Maicon,https://tmssl.akamaized.net/images/portrait/header/50047-1571658781.jpg,14/09/1985,/maicon/profil/spieler/50047,50047,"[210, 585, 537, 4064]"
914,Thaciano,https://tmssl.akamaized.net/images/portrait/header/392487-1571658815.jpg,12/05/1995,/thaciano/profil/spieler/392487,392487,"[210, 17561]"
915,Darlan Mendes,https://tmssl.akamaized.net/images/portrait/header/570582-1571662768.jpg,16/04/1998,/darlan-mendes/profil/spieler/570582,570582,[210]
916,Matheus Frizzo,https://tmssl.akamaized.net/images/portrait/header/default.jpg,24/07/1998,/matheus-frizzo/profil/spieler/688878,688878,[210]
917,Jean Pyerre,https://tmssl.akamaized.net/images/portrait/header/351903-1571662820.jpg,7/05/1998,/jean-pyerre/profil/spieler/351903,351903,[210]
918,Patrick,https://tmssl.akamaized.net/images/portrait/header/529646-1571671299.jpg,23/11/1998,/patrick/profil/spieler/529646,529646,"[210, 7178]"
919,Isaque,https://tmssl.akamaized.net/images/portrait/header/default.jpg,22/04/1997,/isaque/profil/spieler/627099,627099,[210]
920,Éverton,https://tmssl.akamaized.net/images/portrait/header/321239-1513155244.jpg,22/03/1996,/everton/profil/spieler/321239,321239,[210]
921,Pepê,https://tmssl.akamaized.net/images/portrait/header/520662-1571728305.jpg,24/02/1997,/pepe/profil/spieler/520662,520662,[210]
922,Ferreira,https://tmssl.akamaized.net/images/portrait/header/default.jpg,31/12/1997,/ferreira/profil/spieler/689017,689017,[210]
923,Alisson,https://tmssl.akamaized.net/images/portrait/header/229736-1415803729.jpg,25/06/1993,/alisson/profil/spieler/229736,229736,"[210, 978, 609]"
924,Guilherme Azevedo,https://tmssl.akamaized.net/images/portrait/header/675242-1571728434.png,21/05/2001,/guilherme-azevedo/profil/spieler/675242,675242,[210]
925,Luciano,https://tmssl.akamaized.net/images/portrait/header/223560-1490622723.jpg,18/05/1993,/luciano/profil/spieler/223560,223560,"[210, 199, 2462, 15172, 2035]"
926,André,https://tmssl.akamaized.net/images/portrait/header/104509-1571728526.jpg,27/09/1990,/andre/profil/spieler/104509,104509,"[210, 199, 221, 330, 978, 8718]"
927,Vinicius Machado,https://tmssl.akamaized.net/images/portrait/header/default.jpg,29/02/2000,/vinicius-machado/profil/spieler/728558,728558,[210]
928,Rafael Thyere,https://tmssl.akamaized.net/images/portrait/header/default.jpg,17/05/1993,/rafael-thyere/profil/spieler/292152,292152,"[210, 8718, 15172, 17776]"
929,Emanuel,https://tmssl.akamaized.net/images/portrait/header/default.jpg,1/11/1999,/emanuel/profil/spieler/555014,555014,[210]
930,Juninho Capixaba,https://tmssl.akamaized.net/images/portrait/header/406676-1558425195.jpg,6/07/1997,/juninho-capixaba/profil/spieler/406676,406676,"[210, 199, 10010]"
931,Felipe,https://tmssl.akamaized.net/images/portrait/header/default.jpg,27/09/1999,/felipe/profil/spieler/555012,555012,[210]
932,Michel,https://tmssl.akamaized.net/images/portrait/header/435186-1571658681.jpg,22/03/1990,/michel/profil/spieler/435186,435186,"[210, 10870, 15172]"
933,Jhonata Varela,https://tmssl.akamaized.net/images/portrait/header/default.jpg,4/07/2000,/jhonata-varela/profil/spieler/530388,530388,"[210, 7209]"
934,Kaio,https://tmssl.akamaized.net/images/portrait/header/default.jpg,18/03/1995,/kaio/profil/spieler/405727,405727,"[210, 8718, 309]"
